TRD, 60.272727, 303
TRD, 60.500000, 212
TRD, 60.636364, 217
TRD, 61.136364, 191
TRD, 62.727273, 197
TRD, 120.136364, 200
TRD, 120.272727, 202
TRD, 120.363636, 211
TRD, 121.136364, 192
TRD, 180.363636, 192
TRD, 180.863636, 219
TRD, 181.272727, 220
TRD, 240.272727, 216
TRD, 240.363636, 227
TRD, 242.363636, 216
TRD, 300.545455, 215
TRD, 301.000000, 205
TRD, 301.181818, 211
TRD, 301.454545, 205
TRD, 302.227273, 210
TRD, 360.454545, 204
TRD, 361.045455, 193
TRD, 361.636364, 195
TRD, 362.136364, 205
TRD, 364.409091, 203
TRD, 420.545455, 203
TRD, 420.863636, 202
TRD, 421.454545, 199
TRD, 483.500000, 200
TRD, 542.954545, 200
