0.000, Bid:,0,Ask:,0,
60.000, Bid:,0,Ask:,1,411,1,
60.045, Bid:,1,217,1,Ask:,1,411,1,
60.091, Bid:,2,217,1,277,1,Ask:,1,411,1,
60.136, Bid:,3,159,1,217,1,277,1,Ask:,1,411,1,
60.182, Bid:,4,159,1,178,1,217,1,277,1,Ask:,1,411,1,
60.227, Bid:,5,60,1,159,1,178,1,217,1,277,1,Ask:,1,411,1,
60.318, Bid:,5,60,1,159,1,178,1,217,1,277,1,Ask:,2,327,1,411,1,
60.364, Bid:,6,60,1,159,1,178,1,217,1,245,1,277,1,Ask:,2,327,1,411,1,
60.409, Bid:,5,60,1,159,1,178,1,217,1,245,1,Ask:,2,327,1,411,1,
60.455, Bid:,5,60,1,159,1,178,1,217,1,245,1,Ask:,3,327,1,364,1,411,1,
60.500, Bid:,6,60,1,91,1,159,1,178,1,217,1,245,1,Ask:,3,327,1,364,1,411,1,
60.545, Bid:,5,60,1,91,1,159,1,178,1,217,1,Ask:,3,327,1,364,1,411,1,
60.591, Bid:,6,60,1,91,1,93,1,159,1,178,1,217,1,Ask:,3,327,1,364,1,411,1,
60.636, Bid:,6,60,1,91,1,93,1,159,1,178,1,217,1,Ask:,4,327,1,328,1,364,1,411,1,
60.682, Bid:,5,60,1,91,1,93,1,159,1,178,1,Ask:,4,327,1,328,1,364,1,411,1,
60.773, Bid:,6,60,1,91,1,93,1,159,1,178,1,278,1,Ask:,4,327,1,328,1,364,1,411,1,
60.909, Bid:,6,60,1,91,1,93,1,159,1,216,1,278,1,Ask:,4,327,1,328,1,364,1,411,1,
61.045, Bid:,5,60,1,91,1,93,1,159,1,216,1,Ask:,4,327,1,328,1,364,1,411,1,
61.227, Bid:,6,60,1,91,1,93,1,155,1,159,1,216,1,Ask:,4,327,1,328,1,364,1,411,1,
61.364, Bid:,6,60,1,91,1,93,1,155,1,159,1,216,1,Ask:,5,239,1,327,1,328,1,364,1,411,1,
61.591, Bid:,7,60,1,91,1,93,1,108,1,155,1,159,1,216,1,Ask:,5,239,1,327,1,328,1,364,1,411,1,
61.773, Bid:,7,60,1,91,1,93,1,108,1,155,1,159,1,216,1,Ask:,6,239,1,282,1,327,1,328,1,364,1,411,1,
62.091, Bid:,7,60,1,91,1,93,1,108,1,155,1,159,1,216,1,Ask:,6,239,1,282,1,295,1,328,1,364,1,411,1,
62.136, Bid:,7,60,1,91,1,93,1,108,1,155,1,172,1,216,1,Ask:,6,239,1,282,1,295,1,328,1,364,1,411,1,
